# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
3846.4000 M85 950749 21 1316.4000 n74 n0 38 N n74->n63->n106->n62->n85->n66->n12->n2->n264->n246->n240->n258->n264->n258->n249->n244->n238->n253->n255->n252->n266->n0
3846.5000 M84 577575 9 1348.5000 n150 n0 37 N n150->n4->n254->n261->n245->n244->n255->n252->n266->n0
3886.7000 M88 507417 15 1267.7000 n141 n0 38 N n141->n14->n123->n138->n17->n119->n18->n129->n3->n241->n238->n253->n255->n247->n252->n0
3915.5000 M130 536904 7 73.5000 n32 n0 58 N n32->n6->n57->n1->n238->n255->n247->n0
3915.6000 M121 601626 10 345.6000 n38 n0 54 N n38->n53->n206->n46->n34->n50->n1->n238->n255->n247->n0
3915.7000 M95 895577 17 1092.7000 n35 n0 41 N n35->n49->n35->n28->n55->n51->n30->n60->n40->n29->n50->n34->n50->n1->n238->n255->n247->n0
3915.8000 M103 798087 9 851.8000 n46 n0 45 N n46->n52->n41->n34->n50->n1->n238->n255->n247->n0
3915.9000 M117 553518 7 454.9000 n50 n0 52 N n50->n34->n50->n1->n238->n255->n247->n0
3916.0000 M102 846401 20 879.0000 n173 n0 45 N n173->n159->n147->n149->n157->n146->n161->n152->n4->n254->n261->n255->n250->n241->n238->n253->n1->n238->n255->n247->n0
3958.6000 M110 741039 16 696.6000 n154 n0 48 N n154->n158->n169->n4->n254->n261->n243->n258->n264->n258->n249->n243->n249->n238->n244->n266->n0
3993.4000 M113 982169 14 641.4000 n153 n0 49 N n153->n177->n186->n4->n239->n259->n261->n243->n245->n254->n249->n242->n238->n244->n0
4106.0000 M114 826370 15 727.0000 n178 n0 47 N n178->n19->n158->n146->n167->n110->n3->n262->n239->n251->n258->n267->n243->n252->n255->n0
4106.2000 M134 856159 10 138.2000 n131 n0 57 N n131->n112->n3->n262->n239->n262->n267->n243->n252->n255->n0
4271.2000 M131 742886 15 398.2000 n114 n0 53 N n114->n116->n120->n111->n16->n134->n3->n245->n257->n250->n239->n255->n251->n264->n258->n0
4271.3000 M116 868464 12 836.3000 n175 n0 46 N n175->n176->n144->n4->n239->n250->n239->n255->n252->n251->n264->n258->n0
4327.0000 M126 512443 21 603.0000 n93 n0 49 N n93->n89->n106->n11->n12->n10->n2->n248->n265->n260->n248->n260->n259->n253->n248->n244->n247->n238->n249->n243->n258->n0
4389.4000 M127 506002 17 635.4000 n150 n0 49 N n150->n168->n19->n158->n154->n160->n187->n151->n164->n144->n4->n240->n256->n240->n243->n246->n265->n0
4417.3000 M136 783655 15 389.3000 n139 n0 53 N n139->n135->n112->n116->n127->n3->n245->n4->n240->n256->n240->n243->n258->n263->n261->n0
4448.9000 M128 724055 20 662.9000 n190 n0 48 N n190->n235->n198->n147->n234->n147->n146->n167->n183->n20->n173->n144->n4->n240->n256->n240->n243->n254->n240->n264->n0
4463.8000 M81 987978 14 2052.8000 n172 n0 25 N n172->n20->n173->n144->n164->n144->n4->n240->n256->n240->n243->n254->n240->n251->n0
4527.9000 M142 725726 11 322.9000 n22 n0 54 N n22->n7->n27->n41->n27->n1->n248->n264->n251->n239->n257->n0
4593.7000 M137 631418 16 538.7000 n128 n0 51 N n128->n130->n120->n116->n140->n134->n3->n252->n266->n252->n263->n248->n1->n248->n261->n240->n0
4593.8000 M146 505487 17 279.8000 n128 n0 55 N n128->n130->n120->n116->n140->n134->n3->n245->n238->n266->n252->n263->n248->n1->n248->n261->n240->n0
4593.9000 M144 663690 15 338.9000 n139 n0 54 N n139->n124->n17->n126->n3->n252->n238->n266->n252->n263->n248->n1->n248->n261->n240->n0
4663.8000 M75 916248 32 2434.8000 n80 n0 19 N n80->n93->n11->n64->n63->n79->n73->n76->n2->n243->n264->n246->n258->n265->n246->n265->n260->n248->n260->n253->n242->n253->n267->n249->n256->n241->n238->n260->n251->n246->n248->n240->n0
4687.9000 M148 625450 20 319.9000 n149 n0 54 N n149->n157->n181->n179->n148->n164->n144->n173->n20->n172->n141->n127->n116->n140->n134->n3->n266->n247->n254->n240->n0
4688.1000 M98 871931 21 1779.1000 n96 n0 30 N n96->n74->n85->n94->n66->n12->n10->n2->n253->n242->n253->n267->n249->n241->n238->n243->n259->n266->n247->n254->n240->n0
4736.5000 M154 795784 9 188.5000 n58 n0 56 N n58->n42->n46->n6->n57->n1->n260->n247->n248->n0
4807.2000 M159 665139 12 98.2000 n58 n0 58 N n58->n42->n46->n6->n57->n1->n251->n262->n240->n247->n260->n248->n0
5037.2000 M169 798916 15 24.2000 n69 n0 59 N n69->n11->n12->n2->n258->n267->n254->n249->n244->n240->n1->n260->n238->n245->n259->n0
5037.4000 M168 854957 18 54.4000 n107 n0 59 N n107->n85->n61->n82->n2->n264->n267->n251->n255->n244->n254->n242->n246->n1->n260->n238->n245->n259->n0
5037.5000 M158 552730 14 355.5000 n119 n0 54 N n119->n111->n16->n134->n3->n253->n239->n257->n246->n1->n260->n238->n245->n259->n0
5037.6000 M166 827967 12 120.6000 n114 n0 57 N n114->n118->n3->n253->n241->n265->n246->n1->n260->n238->n245->n259->n0
5037.7000 M162 739285 17 241.7000 n73 n0 55 N n73->n85->n61->n82->n2->n252->n264->n244->n251->n243->n254->n246->n1->n260->n238->n245->n259->n0
5335.9000 M177 736674 17 88.9000 n69 n0 58 N n69->n11->n12->n2->n254->n255->n251->n258->n252->n243->n267->n257->n246->n242->n253->n262->n244->n0
5336.0000 M179 815625 19 27.0000 n107 n0 59 N n107->n85->n61->n82->n2->n254->n249->n240->n251->n258->n265->n245->n238->n247->n250->n242->n241->n253->n244->n0
7206.3000 M156 788589 9 2592.3000 n25 n0 16 N n25->n31->n22->n42->n58->n1->n238->n251->n266->n0
7206.5000 M196 649359 8 1397.5000 n51 n0 36 N n51->n30->n6->n34->n1->n238->n251->n266->n0
7206.6000 M182 936202 7 1811.6000 n30 n0 29 N n30->n6->n34->n1->n238->n251->n266->n0
7206.8000 M183 927190 9 1777.8000 n38 n0 30 N n38->n51->n30->n6->n34->n1->n238->n251->n266->n0
7206.9000 M222 581369 7 650.9000 n36 n0 49 N n36->n6->n34->n1->n238->n251->n266->n0
7207.0000 M220 742665 8 709.0000 n51 n0 48 N n51->n30->n6->n34->n1->n238->n251->n266->n0
7207.2000 M163 526214 9 2384.2000 n53 n0 20 N n53->n52->n24->n35->n34->n1->n238->n251->n266->n0
7207.4000 M188 976547 9 1634.4000 n25 n0 32 N n25->n31->n41->n6->n34->n1->n238->n251->n266->n0
7207.5000 M215 712854 7 855.5000 n36 n0 45 N n36->n6->n34->n1->n238->n251->n266->n0
7207.6000 M187 717614 11 1664.6000 n53 n0 32 N n53->n52->n38->n51->n30->n6->n34->n1->n238->n251->n266->n0
7207.8000 M234 940646 5 295.8000 n58 n0 55 N n58->n1->n238->n251->n266->n0
7207.9000 M240 653769 10 119.9000 n52 n0 58 N n52->n38->n51->n30->n6->n34->n1->n238->n251->n266->n0
7211.9000 M223 917135 9 626.9000 n46 n0 49 N n46->n7->n6->n39->n1->n238->n263->n259->n247->n0
7405.7000 M181 535256 11 2042.7000 n65 n0 25 N n65->n104->n2->n255->n262->n265->n256->n258->n250->n266->n251->n0
7405.8000 M189 984866 15 1803.8000 n68 n0 29 N n68->n94->n102->n61->n90->n103->n2->n255->n262->n265->n256->n258->n250->n266->n251->n0
7406.0000 M225 529412 11 760.0000 n90 n0 47 N n90->n103->n2->n255->n262->n265->n256->n258->n250->n266->n251->n0
7406.2000 M206 962621 12 1315.2000 n78 n0 38 N n78->n90->n103->n2->n255->n262->n265->n256->n258->n250->n266->n251->n0
7406.3000 M208 597966 14 1256.3000 n73 n0 39 N n73->n10->n61->n90->n103->n2->n255->n262->n265->n256->n258->n250->n266->n251->n0
7406.4000 M178 988860 16 2128.4000 n86 n0 24 N n86->n68->n94->n102->n61->n90->n103->n2->n255->n262->n265->n256->n258->n250->n266->n251->n0
7406.6000 M147 807429 16 3064.6000 n86 n0 8 N n86->n68->n94->n102->n61->n90->n103->n2->n255->n262->n265->n256->n258->n250->n266->n251->n0
7406.8000 M229 645592 14 647.8000 n99 n0 49 N n99->n106->n61->n90->n103->n2->n255->n262->n265->n256->n258->n250->n266->n251->n0
7406.9000 M132 765115 16 3502.9000 n86 n0 1 N n86->n68->n94->n102->n61->n90->n103->n2->n255->n262->n265->n256->n258->n250->n266->n251->n0
7407.1000 M207 976697 14 1284.1000 n73 n0 38 N n73->n10->n61->n90->n103->n2->n255->n262->n265->n256->n258->n250->n266->n251->n0
